Date,Open,High,Low,Close,Volume,,
29-07-1997,6.3363,6.4602,6.3157,6.3677,61157196,,
30-07-1997,6.3363,6.5634,6.3157,6.5427,68949603,,
31-07-1997,6.584,6.6154,6.5015,6.5683,39197196,,
01-08-1997,6.5683,6.6459,6.4808,6.589,49222800,,
04-08-1997,6.6253,6.7698,6.6253,6.7392,63158796,,
05-08-1997,6.8111,6.873,6.7285,6.7698,85292802,,
06-08-1997,6.6567,6.6666,6.5328,6.636,139982796,,
07-08-1997,6.6773,6.6773,6.5015,6.5122,67068000,,
08-08-1997,6.4503,6.5122,6.2852,6.3677,74757996,,
11-08-1997,6.2744,6.357,6.1712,6.2332,61700400,,
12-08-1997,6.2744,6.357,6.13,6.13,63547596,,
13-08-1997,6.2439,6.2645,6.0994,6.2026,67988403,,
14-08-1997,6.2951,6.3677,6.2125,6.357,57992796,,
15-08-1997,6.3363,6.3884,6.1712,6.1712,55755603,,
18-08-1997,6.1712,6.2852,6.0375,6.2852,65782800,,
19-08-1997,6.3363,6.3471,6.2026,6.2538,67572396,,
20-08-1997,6.2744,6.4916,6.2538,6.4709,63830403,,
21-08-1997,6.4503,6.5427,6.357,6.3884,72176796,,
22-08-1997,6.2332,6.3776,6.1919,6.3363,63619200,,
25-08-1997,6.357,6.5221,6.3264,6.4602,46105200,,
26-08-1997,6.3983,6.5015,6.3776,6.409,43660800,,
27-08-1997,6.4189,6.4296,6.2645,6.3677,51393600,,
28-08-1997,6.2332,6.3058,6.0268,6.1919,109240803,,
29-08-1997,6.1712,6.2951,6.1407,6.2232,41083596,,
02-09-1997,6.2744,6.3884,6.2439,6.3776,42856002,,
03-09-1997,6.4395,6.5015,6.409,6.4296,53485596,,
04-09-1997,6.3884,6.4808,6.3677,6.3983,39958803,,
05-09-1997,6.4189,6.5015,6.3983,6.4709,34556796,,
08-09-1997,6.4808,6.5221,6.2538,6.2645,47169603,,
09-09-1997,6.2439,6.3264,6.2026,6.2744,46252800,,
10-09-1997,6.2439,6.2645,5.9756,5.9855,129092796,,
11-09-1997,5.9549,5.9855,5.7898,5.9648,97270002,,
12-09-1997,6.0168,6.0168,5.8204,5.9648,66121200,,
15-09-1997,5.9962,5.9962,5.7378,5.7584,78796800,,
16-09-1997,5.8517,6.1613,5.7791,6.1506,98323596,,
17-09-1997,6.2026,6.2332,6.0887,6.13,62742402,,
18-09-1997,6.1506,6.1919,6.0474,6.12,39763602,,
19-09-1997,6.0887,6.1093,6.0061,6.0474,63534402,,
22-09-1997,6.0581,6.2951,6.0581,6.2125,77814396,,
23-09-1997,6.2232,6.3471,6.2125,6.2744,76294800,,
24-09-1997,6.2439,6.3058,6.068,6.1613,66800403,,
25-09-1997,6.1506,6.1613,5.9962,6.0168,48997602,,
26-09-1997,6.0581,6.13,5.9648,6.0788,44867196,,
29-09-1997,6.0994,6.1506,5.9962,6.12,42418800,,
30-09-1997,6.0474,6.1613,6.0268,6.0375,63008802,,
01-10-1997,6.068,6.13,5.9756,6.0168,50457996,,
02-10-1997,6.0168,6.2852,5.9855,6.2852,62412003,,
03-10-1997,6.4296,6.5221,6.3776,6.4808,125300403,,
06-10-1997,6.5122,6.6154,6.4808,6.5741,74083203,,
07-10-1997,6.6872,6.7805,6.6047,6.7491,87267996,,
08-10-1997,6.7186,6.7285,6.6154,6.6773,58596003,,
09-10-1997,6.6253,6.8631,6.584,6.7599,74754396,,
10-10-1997,6.7186,6.7904,6.6872,6.7285,31862403,,
13-10-1997,6.7599,6.7904,6.6773,6.7491,29376396,,
14-10-1997,6.7491,6.7698,6.6154,6.6872,40244796,,
15-10-1997,6.6773,6.8936,6.5948,6.8631,84862800,,
16-10-1997,6.8111,6.873,6.6047,6.7491,71764803,,
